Id,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10
549,183,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
550,184,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
551,184,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
552,184,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
553,185,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
554,185,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
555,185,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
556,186,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
557,186,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
558,186,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
559,187,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
560,187,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
561,187,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
562,188,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
563,188,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
564,188,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
565,189,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
566,189,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
567,189,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
568,190,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
569,190,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
570,190,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
571,191,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
572,191,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
573,191,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
574,192,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
575,192,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
576,192,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
577,193,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
578,193,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
579,193,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
580,194,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
581,194,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
582,194,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
583,195,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
584,195,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
585,195,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
586,196,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
587,196,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
588,196,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
589,197,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
590,197,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
591,197,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
592,198,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
593,198,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
594,198,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
595,199,1,99999,0.00000,0.00000,4,"2017-01-05 00:00:00",0,3,0.00000
596,199,2,99999,0.00000,0.00000,4,"2017-01-05 00:00:00",0,3,0.00000
597,199,3,99999,0.00000,0.00000,4,"2017-01-05 00:00:00",0,3,0.00000
598,200,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
599,200,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
600,200,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
601,201,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
602,201,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
603,201,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
604,202,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
605,202,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
606,202,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
607,203,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
608,203,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
609,203,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
610,204,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
611,204,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
612,204,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
613,205,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
614,205,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
615,205,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
616,206,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
617,206,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
618,206,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
619,207,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
620,207,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
621,207,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
622,208,1,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
623,208,2,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
624,208,3,99999,0.00000,0.00000,4,"2014-03-27 00:00:00",0,3,0.00000
625,209,1,99999,33.75750,3275.75000,2,"2019-12-18 00:00:00",0,3,1125.00000
626,209,2,99999,7.84350,684.35000,2,"2019-12-18 00:00:00",0,3,100.00000
627,209,3,99999,3.94800,294.80000,2,"2019-12-18 00:00:00",0,3,0.00000
631,211,1,99999,36.85500,3585.50000,2,"2019-12-18 00:00:00",0,3,1240.00000
632,211,2,99999,3.99000,299.00000,2,"2019-12-18 00:00:00",0,3,0.00000
633,211,3,99999,3.94800,294.80000,2,"2019-12-18 00:00:00",0,3,0.00000
634,212,1,99999,28.72800,2772.80000,2,"2019-12-18 00:00:00",0,3,942.00000
635,212,2,99999,3.99000,299.00000,2,"2019-12-18 00:00:00",0,3,0.00000
636,212,3,99999,3.94800,294.80000,2,"2019-12-18 00:00:00",0,3,0.00000
637,213,1,99999,27.22650,2622.65000,2,"2019-12-18 00:00:00",0,3,889.00000
638,213,2,99999,3.99000,299.00000,2,"2019-12-18 00:00:00",0,3,0.00000
639,213,3,99999,3.94800,294.80000,2,"2019-12-18 00:00:00",0,3,0.00000
640,214,1,99999,28.24500,2724.50000,2,"2019-12-18 00:00:00",0,3,925.00000
641,214,2,99999,0.00000,0.00000,2,"2014-03-27 00:00:00",0,3,0.00000
642,214,3,99999,0.00000,0.00000,2,"2014-03-27 00:00:00",0,3,0.00000
643,215,1,99999,44.79300,4379.30000,2,"2019-12-18 00:00:00",0,3,1525.00000
644,215,2,99999,3.99000,299.00000,2,"2019-12-18 00:00:00",0,3,0.00000
645,215,3,99999,3.94800,294.80000,2,"2019-12-18 00:00:00",0,3,0.00000
646,216,1,99999,29.37900,2837.90000,2,"2019-12-18 00:00:00",0,3,967.00000
647,216,2,99999,3.99000,299.00000,2,"2019-12-18 00:00:00",0,3,0.00000
648,216,3,99999,3.94800,294.80000,2,"2019-12-18 00:00:00",0,3,0.00000
649,217,1,99999,26.77500,2577.50000,2,"2019-12-18 00:00:00",0,3,872.00000
650,217,2,99999,3.99000,299.00000,2,"2019-12-18 00:00:00",0,3,0.00000
651,217,3,99999,3.94800,294.80000,2,"2019-12-18 00:00:00",0,3,0.00000
652,218,1,99999,10.29000,929.00000,2,"2019-12-18 00:00:00",0,3,272.00000
653,218,2,99999,3.99000,299.00000,2,"2019-12-18 00:00:00",0,3,0.00000
654,218,3,99999,3.94800,294.80000,2,"2019-12-18 00:00:00",0,3,0.00000
655,219,1,99999,6.93000,593.00000,2,"2019-12-18 00:00:00",0,3,151.00000
656,219,2,99999,3.99000,299.00000,2,"2019-12-18 00:00:00",0,3,0.00000
657,219,3,99999,3.94800,294.80000,2,"2019-12-18 00:00:00",0,3,0.00000
658,220,1,99999,20.01300,1901.30000,2,"2019-12-18 00:00:00",0,3,627.00000
659,220,2,99999,3.99000,299.00000,2,"2019-12-18 00:00:00",0,3,0.00000
660,220,3,99999,3.94800,294.80000,2,"2019-12-18 00:00:00",0,3,0.00000
661,221,1,99999,38.46150,3746.15000,2,"2019-12-18 00:00:00",0,3,1296.00000
662,221,2,99999,3.99000,299.00000,2,"2019-12-18 00:00:00",0,3,0.00000
663,221,3,99999,3.94800,294.80000,2,"2019-12-18 00:00:00",0,3,0.00000
664,222,1,99999,10.88850,988.85000,2,"2019-12-18 00:00:00",0,3,295.00000
665,222,2,99999,0.00000,0.00000,2,"2014-03-27 00:00:00",0,3,0.00000
666,222,3,99999,0.00000,0.00000,2,"2014-03-27 00:00:00",0,3,0.00000
667,223,1,99999,0.00000,0.00000,2,"2014-03-27 00:00:00",0,3,0.00000
668,223,2,99999,0.00000,0.00000,2,"2014-03-27 00:00:00",0,3,0.00000
669,223,3,99999,0.00000,0.00000,2,"2014-03-27 00:00:00",0,3,0.00000
670,224,1,99999,15.26700,1426.70000,2,"2019-12-18 00:00:00",0,3,406.00000
671,224,2,99999,0.00000,0.00000,2,"2014-03-27 00:00:00",0,3,0.00000
672,224,3,99999,0.00000,0.00000,2,"2014-03-27 00:00:00",0,3,0.00000
674,225,1,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
675,226,1,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
676,225,3,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
677,226,3,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
678,225,2,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
679,226,2,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
684,5,4,0,336.69300,33569.30000,2,"2019-12-18 00:00:00",120,3,0.00000
685,6,4,0,336.69300,33569.30000,2,"2019-12-18 00:00:00",120,3,0.00000
686,7,4,0,0.00000,0.00000,2,"2015-09-08 00:00:00",120,3,0.00000
687,8,4,0,271.21500,27021.50000,2,"2019-12-18 00:00:00",120,3,0.00000
688,9,4,0,271.21500,27021.50000,2,"2019-12-18 00:00:00",120,3,0.00000
689,10,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
690,11,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
691,12,4,0,271.21500,27021.50000,2,"2019-12-18 00:00:00",120,3,0.00000
692,13,4,0,0.00000,3864.00000,2,"2014-03-27 00:00:00",120,3,0.00000
693,14,4,0,353.89200,35289.20000,2,"2019-12-18 00:00:00",120,3,0.00000
694,15,4,0,254.20500,25320.50000,2,"2019-12-18 00:00:00",120,3,0.00000
695,16,4,0,271.21500,27021.50000,2,"2019-12-18 00:00:00",120,3,0.00000
696,17,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
697,18,4,0,363.75150,36275.15000,2,"2019-12-18 00:00:00",120,3,0.00000
699,20,4,0,273.16800,27216.80000,2,"2019-12-18 00:00:00",120,3,0.00000
700,21,4,0,273.16800,27216.80000,2,"2019-12-18 00:00:00",120,3,0.00000
701,22,4,0,235.31550,23431.55000,2,"2019-12-18 00:00:00",120,3,0.00000
702,23,4,0,271.42500,27042.50000,2,"2019-12-18 00:00:00",120,3,0.00000
703,24,4,0,289.73700,28873.70000,2,"2019-12-18 00:00:00",120,3,0.00000
704,25,4,0,289.73700,28873.70000,2,"2019-12-18 00:00:00",120,3,0.00000
705,26,4,0,271.42500,27042.50000,2,"2019-12-18 00:00:00",120,3,0.00000
707,28,4,0,490.32900,48932.90000,2,"2019-12-18 00:00:00",120,3,0.00000
708,29,4,0,134.16900,13316.90000,2,"2019-12-18 00:00:00",120,3,0.00000
710,31,4,0,262.03800,26103.80000,2,"2019-12-18 00:00:00",120,3,0.00000
712,33,4,0,595.79100,59479.10000,2,"2019-12-18 00:00:00",120,3,0.00000
714,35,4,0,630.14700,62914.70000,2,"2019-12-18 00:00:00",120,3,0.00000
715,36,4,0,698.11350,69711.35000,2,"2019-12-18 00:00:00",120,3,0.00000
716,37,4,0,716.54100,71554.10000,2,"2019-12-18 00:00:00",120,3,0.00000
720,41,4,0,639.33450,63833.45000,2,"2019-12-18 00:00:00",120,3,0.00000
722,43,4,0,364.08750,36308.75000,2,"2019-12-18 00:00:00",120,3,0.00000
724,45,4,0,595.79100,59479.10000,2,"2019-12-18 00:00:00",120,3,0.00000
725,46,4,0,595.79100,59479.10000,2,"2019-12-18 00:00:00",120,3,0.00000
727,48,4,0,595.79100,59479.10000,2,"2019-12-18 00:00:00",120,3,0.00000
728,49,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
730,51,4,0,164.67150,16367.15000,2,"2019-12-18 00:00:00",120,3,0.00000
731,52,4,0,595.79100,59479.10000,2,"2019-12-18 00:00:00",120,3,0.00000
734,55,4,0,595.79100,59479.10000,2,"2019-12-18 00:00:00",120,3,0.00000
735,56,4,0,158.09850,15709.85000,2,"2019-12-18 00:00:00",120,3,0.00000
736,57,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
737,58,4,0,201.42150,20042.15000,2,"2019-12-18 00:00:00",120,3,0.00000
738,59,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
740,61,4,0,575.59950,57459.95000,2,"2019-12-18 00:00:00",120,3,0.00000
741,62,4,0,575.59950,57459.95000,2,"2019-12-18 00:00:00",120,3,0.00000
742,63,4,0,0.00000,93.00000,2,"2014-03-27 00:00:00",120,3,0.00000
743,64,4,0,0.00000,-37.00000,2,"2014-03-27 00:00:00",120,3,0.00000
744,65,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
745,66,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
746,67,4,0,0.00000,774.00000,2,"2014-03-27 00:00:00",120,3,0.00000
748,69,4,0,0.00000,0.00000,2,"2015-08-21 00:00:00",120,3,0.00000
749,225,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
750,70,4,0,296.89800,29589.80000,2,"2019-12-18 00:00:00",120,3,0.00000
751,71,4,0,0.00000,1667.00000,2,"2014-03-27 00:00:00",120,3,0.00000
755,75,4,0,180.40050,17940.05000,2,"2019-12-18 00:00:00",120,3,0.00000
756,76,4,0,339.49650,33849.65000,2,"2019-12-18 00:00:00",120,3,0.00000
757,77,4,0,85.91100,8491.10000,2,"2019-12-18 00:00:00",120,3,0.00000
758,78,4,0,35.20650,3420.65000,2,"2019-12-18 00:00:00",120,3,0.00000
759,79,4,0,35.20650,3420.65000,2,"2019-12-18 00:00:00",120,3,0.00000
762,82,4,0,105.69300,10469.30000,2,"2019-12-18 00:00:00",120,3,0.00000
768,226,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
769,88,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
770,89,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
771,90,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
773,92,4,0,327.77850,32677.85000,2,"2019-12-18 00:00:00",120,3,0.00000
776,95,4,0,30.73350,2973.35000,2,"2019-12-18 00:00:00",120,3,0.00000
777,96,4,0,351.25650,35025.65000,2,"2019-12-18 00:00:00",120,3,0.00000
778,97,4,0,398.12850,39712.85000,2,"2019-12-18 00:00:00",120,3,0.00000
779,98,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
789,108,4,0,359.80350,35880.35000,2,"2019-12-18 00:00:00",120,3,0.00000
794,113,4,0,207.66900,20666.90000,2,"2019-12-18 00:00:00",120,3,0.00000
800,119,4,0,148.30200,14730.20000,2,"2019-12-18 00:00:00",120,3,0.00000
802,121,4,0,247.95750,24695.75000,2,"2019-12-18 00:00:00",120,3,0.00000
806,125,4,0,283.54200,28254.20000,2,"2019-12-18 00:00:00",120,3,0.00000
807,126,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
808,127,4,0,354.62700,35362.70000,2,"2019-12-18 00:00:00",120,3,0.00000
812,131,4,0,207.66900,20666.90000,2,"2019-12-18 00:00:00",120,3,0.00000
813,132,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
815,134,4,0,356.06550,35506.55000,2,"2019-12-18 00:00:00",120,3,0.00000
816,135,4,0,257.05050,25605.05000,2,"2019-12-18 00:00:00",120,3,0.00000
817,136,4,0,280.23450,27923.45000,2,"2019-12-18 00:00:00",120,3,0.00000
818,137,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
819,138,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
820,139,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
821,140,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
840,159,4,0,243.07500,24207.50000,2,"2019-12-18 00:00:00",120,3,0.00000
841,160,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
842,161,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
843,162,4,0,0.00000,0.00000,2,"2014-08-05 00:00:00",120,3,0.00000
844,163,4,0,0.00000,0.00000,2,"2014-08-05 00:00:00",120,3,0.00000
845,164,4,0,0.00000,0.00000,2,"2014-04-28 00:00:00",120,3,0.00000
846,165,4,0,0.00000,0.00000,2,"2014-04-28 00:00:00",120,3,0.00000
847,166,4,0,0.00000,3237.00000,2,"2014-04-28 00:00:00",120,3,0.00000
850,169,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
851,170,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
852,171,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
853,172,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
854,173,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
855,174,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
856,175,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
857,176,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
858,177,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
859,178,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
860,179,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
861,180,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
862,181,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
863,182,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
864,183,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
865,184,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
866,185,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
867,186,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
868,187,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
869,188,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
870,189,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
871,190,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
872,191,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
873,192,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
874,193,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
875,194,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
876,195,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
877,196,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
878,197,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
879,198,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
880,199,4,0,0.00000,0.00000,2,"2017-01-05 00:00:00",120,3,0.00000
881,200,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
882,201,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
883,202,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
884,203,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
885,204,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
886,205,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
887,206,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
888,207,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
889,208,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
890,209,4,0,0.00000,136.00000,2,"2014-03-27 00:00:00",120,3,0.00000
892,211,4,0,0.00000,18.00000,2,"2014-03-27 00:00:00",120,3,0.00000
893,212,4,0,0.00000,18.00000,2,"2014-03-27 00:00:00",120,3,0.00000
894,213,4,0,0.00000,18.00000,2,"2014-03-27 00:00:00",120,3,0.00000
895,214,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
896,215,4,0,0.00000,18.00000,2,"2014-03-27 00:00:00",120,3,0.00000
897,216,4,0,0.00000,18.00000,2,"2014-05-07 00:00:00",120,3,0.00000
898,217,4,0,0.00000,18.00000,2,"2014-03-27 00:00:00",120,3,0.00000
899,218,4,0,0.00000,18.00000,2,"2014-03-27 00:00:00",120,3,0.00000
900,219,4,0,0.00000,18.00000,2,"2014-03-27 00:00:00",120,3,0.00000
901,220,4,0,0.00000,18.00000,2,"2014-03-27 00:00:00",120,3,0.00000
902,221,4,0,0.00000,18.00000,2,"2014-03-27 00:00:00",120,3,0.00000
903,222,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
904,223,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
905,224,4,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
910,5,5,0,289.61100,28861.10000,2,"2019-12-18 00:00:00",120,3,0.00000
911,6,5,0,289.61100,28861.10000,2,"2019-12-18 00:00:00",120,3,0.00000
912,7,5,0,0.00000,0.00000,2,"2015-09-08 00:00:00",120,3,0.00000
913,8,5,0,185.07300,18407.30000,2,"2019-12-18 00:00:00",120,3,0.00000
914,9,5,0,185.07300,18407.30000,2,"2019-12-18 00:00:00",120,3,0.00000
915,10,5,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
916,11,5,0,120.91800,11991.80000,2,"2019-12-18 00:00:00",120,3,0.00000
917,12,5,0,185.07300,18407.30000,2,"2019-12-18 00:00:00",120,3,0.00000
918,13,5,0,185.07300,18407.30000,2,"2019-12-18 00:00:00",120,3,0.00000
919,14,5,0,321.72000,32072.00000,2,"2019-12-18 00:00:00",120,3,0.00000
920,15,5,0,220.08000,21908.00000,2,"2019-12-18 00:00:00",120,3,0.00000
921,16,5,0,185.07300,18407.30000,2,"2019-12-18 00:00:00",120,3,0.00000
922,17,5,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
923,18,5,0,314.94750,31394.75000,2,"2019-12-18 00:00:00",120,3,0.00000
925,20,5,0,280.28700,27928.70000,2,"2019-12-18 00:00:00",120,3,0.00000
926,21,5,0,280.28700,27928.70000,2,"2019-12-18 00:00:00",120,3,0.00000
927,22,5,0,243.79950,24279.95000,2,"2019-12-18 00:00:00",120,3,0.00000
928,23,5,0,268.18050,26718.05000,2,"2019-12-18 00:00:00",120,3,0.00000
929,24,5,0,278.67000,27767.00000,2,"2019-12-18 00:00:00",120,3,0.00000
930,25,5,0,278.67000,27767.00000,2,"2019-12-18 00:00:00",120,3,0.00000
931,26,5,0,313.46700,31246.70000,2,"2019-12-18 00:00:00",120,3,0.00000
933,28,5,0,445.75650,44475.65000,2,"2019-12-18 00:00:00",120,3,0.00000
934,29,5,0,121.96800,12096.80000,2,"2019-12-18 00:00:00",120,3,0.00000
936,31,5,0,243.79950,24279.95000,2,"2019-12-18 00:00:00",120,3,0.00000
938,33,5,0,573.11100,57211.10000,2,"2019-12-18 00:00:00",120,3,0.00000
940,35,5,0,545.58000,54458.00000,2,"2019-12-18 00:00:00",120,3,0.00000
941,36,5,0,604.45350,60345.35000,2,"2019-12-18 00:00:00",120,3,0.00000
942,37,5,0,659.88300,65888.30000,2,"2019-12-18 00:00:00",120,3,0.00000
946,41,5,0,556.72050,55572.05000,2,"2019-12-18 00:00:00",120,3,0.00000
948,43,5,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
950,45,5,0,536.86500,53586.50000,2,"2019-12-18 00:00:00",120,3,0.00000
951,46,5,0,536.86500,53586.50000,2,"2019-12-18 00:00:00",120,3,0.00000
953,48,5,0,536.27700,53527.70000,2,"2019-12-18 00:00:00",120,3,0.00000
954,49,5,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
956,51,5,0,146.33850,14533.85000,2,"2019-12-18 00:00:00",120,3,0.00000
957,52,5,0,536.86500,53586.50000,2,"2019-12-18 00:00:00",120,3,0.00000
960,55,5,0,536.86500,53586.50000,2,"2019-12-18 00:00:00",120,3,0.00000
961,56,5,0,230.28600,22928.60000,2,"2019-12-18 00:00:00",120,3,0.00000
962,57,5,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
963,58,5,0,230.28600,22928.60000,2,"2019-12-18 00:00:00",120,3,0.00000
964,59,5,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
966,61,5,0,573.11100,57211.10000,2,"2019-12-18 00:00:00",120,3,0.00000
967,62,5,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
968,63,5,0,0.00000,0.00000,2,"2014-03-27 00:00:00",120,3,0.00000
