"r01;r02;id;r01;prevta"
"00000308;UNTO;1;L1 COMERCIO;902.60500
"00000308;UNTO;41;L41 ENV AL VACIO;0.00000
"00000309;CUEROS;53;MD;0.00000
"00000309;CUEROS;26;L60 TOTO SAPORE;4538.33600
"00000309;CUEROS;54;USUARIO FAENA  BBCA;1.00000
"00000309;CUEROS;1;L1 COMERCIO;4447.12400
"00000309;CUEROS;41;L41 ENV AL VACIO;0.00000
"00000309;CUEROS;55;L55 MARTIN LISTA;3203.69500
"00000309;CUEROS;2;L2 VILLARINO;4956.83100
"00000309;CUEROS;52;PM MEAT CHAIN BONARENSE;3051.43300
"00000309;CUEROS;4;L3 P ALTA/SIERRA/MONTE;4956.87500
"00000310;MATAMBRITOS;53;MD;0.00000
"00000310;MATAMBRITOS;26;L60 TOTO SAPORE;25785.91400
"00000310;MATAMBRITOS;54;USUARIO FAENA  BBCA;0.00000
"00000310;MATAMBRITOS;1;L1 COMERCIO;16723.98200
"00000310;MATAMBRITOS;41;L41 ENV AL VACIO;0.00000
"00000310;MATAMBRITOS;55;L55 MARTIN LISTA;15255.40500
"00000310;MATAMBRITOS;2;L2 VILLARINO;16723.98200
"00000310;MATAMBRITOS;52;PM MEAT CHAIN BONARENSE;13588.24500
"00000310;MATAMBRITOS;4;L3 P ALTA/SIERRA/MONTE;16723.98200
"00000311;OREJAS DE CERDO;54;USUARIO FAENA  BBCA;1.00000
"00000311;OREJAS DE CERDO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000311;OREJAS DE CERDO;1;L1 COMERCIO;3883.73700
"00000311;OREJAS DE CERDO;55;L55 MARTIN LISTA;0.00000
"00000311;OREJAS DE CERDO;26;L60 TOTO SAPORE;4538.33600
"00000311;OREJAS DE CERDO;2;L2 VILLARINO;3883.73700
"00000311;OREJAS DE CERDO;41;L41 ENV AL VACIO;95.02262
"00000311;OREJAS DE CERDO;4;L3 P ALTA/SIERRA/MONTE;3883.59400
"00000311;OREJAS DE CERDO;53;MD;0.00000
"00000312;RECORTES DE CARNE 80 %;41;L41 ENV AL VACIO;203.61991
"00000312;RECORTES DE CARNE 80 %;1;L1 COMERCIO;8338.35200
"00000312;RECORTES DE CARNE 80 %;53;MD;0.00000
"00000312;RECORTES DE CARNE 80 %;54;USUARIO FAENA  BBCA;1.00000
"00000312;RECORTES DE CARNE 80 %;52;PM MEAT CHAIN BONARENSE;0.00000
"00000312;RECORTES DE CARNE 80 %;2;L2 VILLARINO;9364.19000
"00000312;RECORTES DE CARNE 80 %;55;L55 MARTIN LISTA;0.00000
"00000312;RECORTES DE CARNE 80 %;4;L3 P ALTA/SIERRA/MONTE;9364.19000
"00000312;RECORTES DE CARNE 80 %;26;L60 TOTO SAPORE;22253.83600
"00000313;LECHON X KG;26;L60 TOTO SAPORE;0.00000
"00000313;LECHON X KG;1;L1 COMERCIO;9049.77376
"00000313;LECHON X KG;41;L41 ENV AL VACIO;0.00000
"00000313;LECHON X KG;53;MD;9049.77376
"00000313;LECHON X KG;54;USUARIO FAENA  BBCA;1.00000
"00000313;LECHON X KG;2;L2 VILLARINO;9049.77376
"00000313;LECHON X KG;52;PM MEAT CHAIN BONARENSE;0.00000
"00000313;LECHON X KG;4;L3 P ALTA/SIERRA/MONTE;9049.77376
"00000313;LECHON X KG;55;L55 MARTIN LISTA;0.00000
"00000314;CORDERO;2;L2 VILLARINO;9049.77376
"00000314;CORDERO;26;L60 TOTO SAPORE;0.00000
"00000314;CORDERO;55;L55 MARTIN LISTA;0.00000
"00000314;CORDERO;4;L3 P ALTA/SIERRA/MONTE;9049.77376
"00000314;CORDERO;41;L41 ENV AL VACIO;0.00000
"00000314;CORDERO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000314;CORDERO;53;MD;9049.77376
"00000314;CORDERO;54;USUARIO FAENA  BBCA;1.00452
"00000314;CORDERO;1;L1 COMERCIO;9049.77376
"00000315;1/2 RES DE CERDO C/Cza;2;L2 VILLARINO;3981.90045
"00000315;1/2 RES DE CERDO C/Cza;52;PM MEAT CHAIN BONARENSE;3981.90045
"00000315;1/2 RES DE CERDO C/Cza;4;L3 P ALTA/SIERRA/MONTE;3981.90045
"00000315;1/2 RES DE CERDO C/Cza;53;MD;3981.90045
"00000315;1/2 RES DE CERDO C/Cza;26;L60 TOTO SAPORE;0.00000
"00000315;1/2 RES DE CERDO C/Cza;54;USUARIO FAENA  BBCA;1.00000
"00000315;1/2 RES DE CERDO C/Cza;1;L1 COMERCIO;3981.90045
"00000315;1/2 RES DE CERDO C/Cza;41;L41 ENV AL VACIO;0.00000
"00000315;1/2 RES DE CERDO C/Cza;55;L55 MARTIN LISTA;3981.90045
"00000316;1/2 RES DE CERDO S/CZA;54;USUARIO FAENA  BBCA;0.00000
"00000316;1/2 RES DE CERDO S/CZA;1;L1 COMERCIO;4162.89593
"00000316;1/2 RES DE CERDO S/CZA;41;L41 ENV AL VACIO;0.00000
"00000316;1/2 RES DE CERDO S/CZA;55;L55 MARTIN LISTA;4162.89593
"00000316;1/2 RES DE CERDO S/CZA;2;L2 VILLARINO;4162.89593
"00000316;1/2 RES DE CERDO S/CZA;52;PM MEAT CHAIN BONARENSE;4162.89593
"00000316;1/2 RES DE CERDO S/CZA;4;L3 P ALTA/SIERRA/MONTE;4162.89593
"00000316;1/2 RES DE CERDO S/CZA;53;MD;4162.89593
"00000316;1/2 RES DE CERDO S/CZA;26;L60 TOTO SAPORE;0.00000
"00000318;CABEZAS;54;USUARIO FAENA  BBCA;1.00000
"00000318;CABEZAS;1;L1 COMERCIO;0.00000
"00000318;CABEZAS;2;L2 VILLARINO;0.00000
"00000318;CABEZAS;55;L55 MARTIN LISTA;0.00000
"00000318;CABEZAS;52;PM MEAT CHAIN BONARENSE;0.00000
"00000318;CABEZAS;53;MD;0.00000
"00000318;CABEZAS;26;L60 TOTO SAPORE;786.12600
"00000318;CABEZAS;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000318;CABEZAS;41;L41 ENV AL VACIO;0.00000
"00000319;HIGADO DE CERDO;2;L2 VILLARINO;0.00000
"00000319;HIGADO DE CERDO;54;USUARIO FAENA  BBCA;1.00000
"00000319;HIGADO DE CERDO;41;L41 ENV AL VACIO;0.00000
"00000319;HIGADO DE CERDO;53;MD;0.00000
"00000319;HIGADO DE CERDO;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000319;HIGADO DE CERDO;52;PM MEAT CHAIN BONARENSE;0.00000
"00000319;HIGADO DE CERDO;55;L55 MARTIN LISTA;0.00000
"00000319;HIGADO DE CERDO;26;L60 TOTO SAPORE;786.12600
"00000319;HIGADO DE CERDO;1;L1 COMERCIO;0.00000
"00000320;GARRON;55;L55 MARTIN LISTA;0.00000
"00000320;GARRON;2;L2 VILLARINO;0.00000
"00000320;GARRON;26;L60 TOTO SAPORE;786.12600
"00000320;GARRON;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000320;GARRON;54;USUARIO FAENA  BBCA;1.00000
"00000320;GARRON;41;L41 ENV AL VACIO;0.00000
"00000320;GARRON;53;MD;0.00000
"00000320;GARRON;1;L1 COMERCIO;0.00000
"00000320;GARRON;52;PM MEAT CHAIN BONARENSE;0.00000
"00000323;PALETA DE CERDO S/H;26;L60 TOTO SAPORE;28352.03800
"00000323;PALETA DE CERDO S/H;54;USUARIO FAENA  BBCA;0.00000
"00000323;PALETA DE CERDO S/H;1;L1 COMERCIO;8338.35200
"00000323;PALETA DE CERDO S/H;41;L41 ENV AL VACIO;260.63348
"00000323;PALETA DE CERDO S/H;55;L55 MARTIN LISTA;8231.34400
"00000323;PALETA DE CERDO S/H;2;L2 VILLARINO;8519.80800
"00000323;PALETA DE CERDO S/H;52;PM MEAT CHAIN BONARENSE;9917.14900
"00000323;PALETA DE CERDO S/H;4;L3 P ALTA/SIERRA/MONTE;8519.80800
"00000323;PALETA DE CERDO S/H;53;MD;0.00000
"00000324;PULPA DE CERDO;4;L3 P ALTA/SIERRA/MONTE;8783.06000
"00000324;PULPA DE CERDO;53;MD;0.00000
"00000324;PULPA DE CERDO;26;L60 TOTO SAPORE;16235.56000
"00000324;PULPA DE CERDO;54;USUARIO FAENA  BBCA;0.00000
"00000324;PULPA DE CERDO;1;L1 COMERCIO;8338.35200
"00000324;PULPA DE CERDO;41;L41 ENV AL VACIO;276.01810
"00000324;PULPA DE CERDO;55;L55 MARTIN LISTA;8231.34400
"00000324;PULPA DE CERDO;2;L2 VILLARINO;8783.06000
"00000324;PULPA DE CERDO;52;PM MEAT CHAIN BONARENSE;9154.29900
"00000325;JAMON FRESCO;1;L1 COMERCIO;7226.56000
"00000325;JAMON FRESCO;41;L41 ENV AL VACIO;185.52036
"00000325;JAMON FRESCO;55;L55 MARTIN LISTA;5268.05400
"00000325;JAMON FRESCO;2;L2 VILLARINO;7671.27900
"00000325;JAMON FRESCO;52;PM MEAT CHAIN BONARENSE;6865.72700
"00000325;JAMON FRESCO;4;L3 P ALTA/SIERRA/MONTE;7671.27900
"00000325;JAMON FRESCO;53;MD;0.00000
"00000325;JAMON FRESCO;26;L60 TOTO SAPORE;21669.50500
"00000325;JAMON FRESCO;54;USUARIO FAENA  BBCA;1.00000
"00000327;BONDIOLA FCA.;54;USUARIO FAENA  BBCA;0.00000
"00000327;BONDIOLA FCA.;4;L3 P ALTA/SIERRA/MONTE;10800.90000
"00000327;BONDIOLA FCA.;53;MD;0.00000
"00000327;BONDIOLA FCA.;55;L55 MARTIN LISTA;8909.50500
"00000327;BONDIOLA FCA.;26;L60 TOTO SAPORE;19266.85200
"00000327;BONDIOLA FCA.;1;L1 COMERCIO;10800.90000
"00000327;BONDIOLA FCA.;41;L41 ENV AL VACIO;0.00000
"00000327;BONDIOLA FCA.;2;L2 VILLARINO;10800.90000
"00000327;BONDIOLA FCA.;52;PM MEAT CHAIN BONARENSE;8521.27100
"00000328;COLAS;53;MD;0.00000
"00000328;COLAS;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000328;COLAS;52;PM MEAT CHAIN BONARENSE;0.00000
"00000328;COLAS;55;L55 MARTIN LISTA;0.00000
"00000328;COLAS;26;L60 TOTO SAPORE;786.12600
"00000328;COLAS;1;L1 COMERCIO;0.00000
"00000328;COLAS;2;L2 VILLARINO;0.00000
"00000328;COLAS;54;USUARIO FAENA  BBCA;1.00000
"00000328;COLAS;41;L41 ENV AL VACIO;0.00000
"00000330;JAMON FRESCO S/H;53;MD;0.00000
"00000330;JAMON FRESCO S/H;26;L60 TOTO SAPORE;28352.03800
"00000330;JAMON FRESCO S/H;54;USUARIO FAENA  BBCA;0.00000
"00000330;JAMON FRESCO S/H;1;L1 COMERCIO;0.00000
"00000330;JAMON FRESCO S/H;41;L41 ENV AL VACIO;276.01810
"00000330;JAMON FRESCO S/H;55;L55 MARTIN LISTA;8231.34400
"00000330;JAMON FRESCO S/H;2;L2 VILLARINO;0.00000
"00000330;JAMON FRESCO S/H;52;PM MEAT CHAIN BONARENSE;6865.72700
"00000330;JAMON FRESCO S/H;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000336;BIFE DE CERDO S/H;2;L2 VILLARINO;10723.47100
"00000336;BIFE DE CERDO S/H;52;PM MEAT CHAIN BONARENSE;9917.14900
"00000336;BIFE DE CERDO S/H;4;L3 P ALTA/SIERRA/MONTE;10723.47100
"00000336;BIFE DE CERDO S/H;53;MD;0.00000
"00000336;BIFE DE CERDO S/H;26;L60 TOTO SAPORE;30773.94100
"00000336;BIFE DE CERDO S/H;54;USUARIO FAENA  BBCA;1.00000
"00000336;BIFE DE CERDO S/H;1;L1 COMERCIO;10723.47100
"00000336;BIFE DE CERDO S/H;41;L41 ENV AL VACIO;291.40271
"00000336;BIFE DE CERDO S/H;55;L55 MARTIN LISTA;10412.76500
"00000341;CODILLO DE CERDO;54;USUARIO FAENA  BBCA;1.00000
"00000341;CODILLO DE CERDO;1;L1 COMERCIO;6239.94800
"00000341;CODILLO DE CERDO;41;L41 ENV AL VACIO;0.00000
"00000341;CODILLO DE CERDO;55;L55 MARTIN LISTA;3845.46800
"00000341;CODILLO DE CERDO;2;L2 VILLARINO;6239.94800
"00000341;CODILLO DE CERDO;52;PM MEAT CHAIN BONARENSE;3663.48400
"00000341;CODILLO DE CERDO;4;L3 P ALTA/SIERRA/MONTE;6240.05800
"00000341;CODILLO DE CERDO;53;MD;0.00000
"00000341;CODILLO DE CERDO;26;L60 TOTO SAPORE;2002.70400
"00000342;SOLOMILLO;4;L3 P ALTA/SIERRA/MONTE;11117.78800
"00000342;SOLOMILLO;53;MD;0.00000
"00000342;SOLOMILLO;26;L60 TOTO SAPORE;26358.91500
"00000342;SOLOMILLO;54;USUARIO FAENA  BBCA;1.00000
"00000342;SOLOMILLO;1;L1 COMERCIO;11006.61100
"00000342;SOLOMILLO;41;L41 ENV AL VACIO;0.00000
"00000342;SOLOMILLO;55;L55 MARTIN LISTA;9162.64800
"00000342;SOLOMILLO;2;L2 VILLARINO;11117.78800
"00000342;SOLOMILLO;52;PM MEAT CHAIN BONARENSE;8726.96000
"00000401;BIFES;4;L3 P ALTA/SIERRA/MONTE;17459.74720
"00000401;BIFES;53;MD;0.00000
"00000401;BIFES;26;L60 TOTO SAPORE;20747.08900
"00000401;BIFES;54;USUARIO FAENA  BBCA;0.00000
"00000401;BIFES;1;L1 COMERCIO;17459.74720
"00000401;BIFES;41;L41 ENV AL VACIO;0.00000
"00000401;BIFES;55;L55 MARTIN LISTA;17091.63500
"00000401;BIFES;2;L2 VILLARINO;17459.74720
"00000401;BIFES;52;PM MEAT CHAIN BONARENSE;14243.04200
"00000402;ASADO;4;L3 P ALTA/SIERRA/MONTE;18730.85760
"00000402;ASADO;53;MD;12669.68326
"00000402;ASADO;26;L60 TOTO SAPORE;18396.37800
"00000402;ASADO;54;USUARIO FAENA  BBCA;0.00000
"00000402;ASADO;1;L1 COMERCIO;18730.85760
"00000402;ASADO;41;L41 ENV AL VACIO;0.00000
"00000402;ASADO;55;L55 MARTIN LISTA;17794.11700
"00000402;ASADO;2;L2 VILLARINO;18730.85760
"00000402;ASADO;52;PM MEAT CHAIN BONARENSE;17091.63500
"00000403;CUADRIL;1;L1 COMERCIO;15846.15385
"00000403;CUADRIL;41;L41 ENV AL VACIO;244.45249
"00000403;CUADRIL;55;L55 MARTIN LISTA;15667.34400
"00000403;CUADRIL;2;L2 VILLARINO;15846.15385
"00000403;CUADRIL;52;PM MEAT CHAIN BONARENSE;17091.63500
"00000403;CUADRIL;4;L3 P ALTA/SIERRA/MONTE;15846.15385
"00000403;CUADRIL;53;MD;0.00000
"00000403;CUADRIL;26;L60 TOTO SAPORE;18467.76471
"00000403;CUADRIL;54;USUARIO FAENA  BBCA;1.00000
"00000404;NALGA;41;L41 ENV AL VACIO;268.88400
"00000404;NALGA;55;L55 MARTIN LISTA;18971.27100
"00000404;NALGA;26;L60 TOTO SAPORE;20465.97300
"00000404;NALGA;52;PM MEAT CHAIN BONARENSE;18971.27100
"00000404;NALGA;1;L1 COMERCIO;19819.00452
"00000404;NALGA;53;MD;0.00000
"00000404;NALGA;2;L2 VILLARINO;19819.00452
"00000404;NALGA;54;USUARIO FAENA  BBCA;1.00000
"00000404;NALGA;4;L3 P ALTA/SIERRA/MONTE;19819.00452
"00000405;CUADRADA;26;L60 TOTO SAPORE;18467.76800
"00000405;CUADRADA;54;USUARIO FAENA  BBCA;1.00000
"00000405;CUADRADA;1;L1 COMERCIO;16199.09502
"00000405;CUADRADA;41;L41 ENV AL VACIO;0.00000
"00000405;CUADRADA;55;L55 MARTIN LISTA;15667.34400
"00000405;CUADRADA;2;L2 VILLARINO;16199.09502
"00000405;CUADRADA;52;PM MEAT CHAIN BONARENSE;15667.34400
"00000405;CUADRADA;4;L3 P ALTA/SIERRA/MONTE;16199.09502
"00000405;CUADRADA;53;MD;0.00000
"00000406;PALOMITA;2;L2 VILLARINO;19414.18080
"00000406;PALOMITA;52;PM MEAT CHAIN BONARENSE;15667.34400
"00000406;PALOMITA;4;L3 P ALTA/SIERRA/MONTE;19414.18080
"00000406;PALOMITA;53;MD;0.00000
"00000406;PALOMITA;26;L60 TOTO SAPORE;20422.85300
"00000406;PALOMITA;54;USUARIO FAENA  BBCA;1.00000
"00000406;PALOMITA;1;L1 COMERCIO;19414.18080
"00000406;PALOMITA;41;L41 ENV AL VACIO;282.07200
"00000406;PALOMITA;55;L55 MARTIN LISTA;21364.56300
"00000407;PECETO;54;USUARIO FAENA  BBCA;1.00000
"00000407;PECETO;1;L1 COMERCIO;22125.82400
"00000407;PECETO;41;L41 ENV AL VACIO;289.10407
"00000407;PECETO;55;L55 MARTIN LISTA;19546.16400
"00000407;PECETO;2;L2 VILLARINO;22125.82400
"00000407;PECETO;52;PM MEAT CHAIN BONARENSE;17091.65700
"00000407;PECETO;4;L3 P ALTA/SIERRA/MONTE;22125.82400
"00000407;PECETO;53;MD;0.00000
"00000407;PECETO;26;L60 TOTO SAPORE;26444.79200
"00000408;PICADA;4;L3 P ALTA/SIERRA/MONTE;8807.96000
"00000408;PICADA;53;MD;0.00000
"00000408;PICADA;26;L60 TOTO SAPORE;14210.28400
"00000408;PICADA;54;USUARIO FAENA  BBCA;1.00000
"00000408;PICADA;1;L1 COMERCIO;8807.96000
"00000408;PICADA;41;L41 ENV AL VACIO;0.00000
"00000408;PICADA;55;L55 MARTIN LISTA;9257.96300
"00000408;PICADA;2;L2 VILLARINO;8807.96000
"00000408;PICADA;52;PM MEAT CHAIN BONARENSE;9257.96300
"00000409;TAPA DE NALGA;55;L55 MARTIN LISTA;17189.11700
"00000409;TAPA DE NALGA;2;L2 VILLARINO;16287.07360
"00000409;TAPA DE NALGA;52;PM MEAT CHAIN BONARENSE;14243.04200
"00000409;TAPA DE NALGA;4;L3 P ALTA/SIERRA/MONTE;16287.07360
"00000409;TAPA DE NALGA;53;MD;0.00000
"00000409;TAPA DE NALGA;26;L60 TOTO SAPORE;24248.36700
"00000409;TAPA DE NALGA;54;USUARIO FAENA  BBCA;1.00000
"00000409;TAPA DE NALGA;1;L1 COMERCIO;16287.07360
"00000409;TAPA DE NALGA;41;L41 ENV AL VACIO;0.00000
"00000411;ROAST-BEEF;52;PM MEAT CHAIN BONARENSE;10682.28700
"00000411;ROAST-BEEF;4;L3 P ALTA/SIERRA/MONTE;12643.34400
"00000411;ROAST-BEEF;53;MD;0.00000
"00000411;ROAST-BEEF;26;L60 TOTO SAPORE;19431.18100
"00000411;ROAST-BEEF;54;USUARIO FAENA  BBCA;1.00000
"00000411;ROAST-BEEF;1;L1 COMERCIO;12643.34400
"00000411;ROAST-BEEF;41;L41 ENV AL VACIO;0.00000
"00000411;ROAST-BEEF;55;L55 MARTIN LISTA;11497.73900
"00000411;ROAST-BEEF;2;L2 VILLARINO;12643.34400
"00000412;MATAMBRE;1;L1 COMERCIO;16742.08145
"00000412;MATAMBRE;41;L41 ENV AL VACIO;0.00000
"00000412;MATAMBRE;55;L55 MARTIN LISTA;17246.60300
"00000412;MATAMBRE;2;L2 VILLARINO;16742.08145
"00000412;MATAMBRE;52;PM MEAT CHAIN BONARENSE;15667.34400
"00000412;MATAMBRE;4;L3 P ALTA/SIERRA/MONTE;16742.08145
"00000412;MATAMBRE;53;MD;0.00000
"00000412;MATAMBRE;26;L60 TOTO SAPORE;18971.27100
"00000412;MATAMBRE;54;USUARIO FAENA  BBCA;1.00000
"00000413;AGUJA;4;L3 P ALTA/SIERRA/MONTE;12378.18400
"00000413;AGUJA;53;MD;0.00000
"00000413;AGUJA;26;L60 TOTO SAPORE;14145.02100
"00000413;AGUJA;54;USUARIO FAENA  BBCA;1.00000
"00000413;AGUJA;1;L1 COMERCIO;12378.18400
"00000413;AGUJA;41;L41 ENV AL VACIO;0.00000
"00000413;AGUJA;55;L55 MARTIN LISTA;8545.82300
"00000413;AGUJA;2;L2 VILLARINO;12378.18400
"00000413;AGUJA;52;PM MEAT CHAIN BONARENSE;11394.43800
"00000414;LOMO;41;L41 ENV AL VACIO;0.00000
"00000414;LOMO;55;L55 MARTIN LISTA;26280.55100
"00000414;LOMO;2;L2 VILLARINO;29266.96640
"00000414;LOMO;52;PM MEAT CHAIN BONARENSE;19546.16400
"00000414;LOMO;4;L3 P ALTA/SIERRA/MONTE;29266.96640
"00000414;LOMO;53;MD;0.00000
"00000414;LOMO;26;L60 TOTO SAPORE;31043.89200
"00000414;LOMO;54;USUARIO FAENA  BBCA;1.00000
"00000414;LOMO;1;L1 COMERCIO;29266.96640
"00000416;FALDA;26;L60 TOTO SAPORE;12124.78300
"00000416;FALDA;54;USUARIO FAENA  BBCA;1.00000
"00000416;FALDA;1;L1 COMERCIO;10358.56640
"00000416;FALDA;41;L41 ENV AL VACIO;0.00000
"00000416;FALDA;55;L55 MARTIN LISTA;8545.82300
"00000416;FALDA;2;L2 VILLARINO;10358.56640
"00000416;FALDA;52;PM MEAT CHAIN BONARENSE;9970.12500
"00000416;FALDA;4;L3 P ALTA/SIERRA/MONTE;10358.56640
"00000416;FALDA;53;MD;0.00000
"00000417;VACIO;4;L3 P ALTA/SIERRA/MONTE;19909.50226
"00000417;VACIO;53;MD;0.00000
"00000417;VACIO;26;L60 TOTO SAPORE;22995.47800
"00000417;VACIO;54;USUARIO FAENA  BBCA;1.00000
"00000417;VACIO;1;L1 COMERCIO;19909.50226
"00000417;VACIO;41;L41 ENV AL VACIO;251.28600
"00000417;VACIO;55;L55 MARTIN LISTA;20586.42300
"00000417;VACIO;2;L2 VILLARINO;19909.50226
"00000417;VACIO;52;PM MEAT CHAIN BONARENSE;17091.63500
"00000418;BOLA DE LOMO;1;L1 COMERCIO;15294.11765
"00000418;BOLA DE LOMO;41;L41 ENV AL VACIO;0.00000
"00000418;BOLA DE LOMO;55;L55 MARTIN LISTA;17091.63500
"00000418;BOLA DE LOMO;2;L2 VILLARINO;15294.11765
"00000418;BOLA DE LOMO;52;PM MEAT CHAIN BONARENSE;15667.34400
"00000418;BOLA DE LOMO;4;L3 P ALTA/SIERRA/MONTE;15294.11765
"00000418;BOLA DE LOMO;53;MD;0.00000
"00000418;BOLA DE LOMO;26;L60 TOTO SAPORE;18189.22172
"00000418;BOLA DE LOMO;54;USUARIO FAENA  BBCA;0.00000
"00000419;PALETA VAC.;4;L3 P ALTA/SIERRA/MONTE;14479.63801
"00000419;PALETA VAC.;53;MD;0.00000
"00000419;PALETA VAC.;26;L60 TOTO SAPORE;19197.71700
"00000419;PALETA VAC.;54;USUARIO FAENA  BBCA;0.00000
"00000419;PALETA VAC.;1;L1 COMERCIO;14479.63801
"00000419;PALETA VAC.;41;L41 ENV AL VACIO;0.00000
"00000419;PALETA VAC.;55;L55 MARTIN LISTA;13140.27000
"00000419;PALETA VAC.;2;L2 VILLARINO;14479.63801
"00000419;PALETA VAC.;52;PM MEAT CHAIN BONARENSE;13797.28900
"00000421;RECORTE DE CARNE;2;L2 VILLARINO;9902.54720
"00000421;RECORTE DE CARNE;52;PM MEAT CHAIN BONARENSE;9257.96300
"00000421;RECORTE DE CARNE;4;L3 P ALTA/SIERRA/MONTE;9902.54720
"00000421;RECORTE DE CARNE;53;MD;3936.65158
"00000421;RECORTE DE CARNE;26;L60 TOTO SAPORE;14145.02100
"00000421;RECORTE DE CARNE;54;USUARIO FAENA  BBCA;0.00000
"00000421;RECORTE DE CARNE;1;L1 COMERCIO;9902.54720
"00000421;RECORTE DE CARNE;41;L41 ENV AL VACIO;0.00000
"00000421;RECORTE DE CARNE;55;L55 MARTIN LISTA;9257.96300
"00000426;CUARTO VACUNO;26;L60 TOTO SAPORE;0.00000
"00000426;CUARTO VACUNO;54;USUARIO FAENA  BBCA;0.00000
"00000426;CUARTO VACUNO;1;L1 COMERCIO;11764.70588
"00000426;CUARTO VACUNO;41;L41 ENV AL VACIO;0.00000
"00000426;CUARTO VACUNO;55;L55 MARTIN LISTA;11764.70588
"00000426;CUARTO VACUNO;2;L2 VILLARINO;11764.70588
"00000426;CUARTO VACUNO;52;PM MEAT CHAIN BONARENSE;11764.70588
"00000426;CUARTO VACUNO;4;L3 P ALTA/SIERRA/MONTE;11764.70588
"00000426;CUARTO VACUNO;53;MD;11764.70588
"00000427;CARACU;1;L1 COMERCIO;9120.75360
"00000427;CARACU;41;L41 ENV AL VACIO;0.00000
"00000427;CARACU;55;L55 MARTIN LISTA;8545.82300
"00000427;CARACU;2;L2 VILLARINO;9120.75360
"00000427;CARACU;52;PM MEAT CHAIN BONARENSE;8545.82300
"00000427;CARACU;4;L3 P ALTA/SIERRA/MONTE;9120.75360
"00000427;CARACU;53;MD;0.00000
"00000427;CARACU;26;L60 TOTO SAPORE;9094.85500
"00000427;CARACU;54;USUARIO FAENA  BBCA;1.00000
"00000428;MEDIA RES VACUNA;1;L1 COMERCIO;10859.72851
"00000428;MEDIA RES VACUNA;54;USUARIO FAENA  BBCA;0.00000
"00000428;MEDIA RES VACUNA;41;L41 ENV AL VACIO;0.00000
"00000428;MEDIA RES VACUNA;53;MD;10859.72851
"00000428;MEDIA RES VACUNA;2;L2 VILLARINO;10859.72851
"00000428;MEDIA RES VACUNA;52;PM MEAT CHAIN BONARENSE;10859.72851
"00000428;MEDIA RES VACUNA;55;L55 MARTIN LISTA;10859.72851
"00000428;MEDIA RES VACUNA;4;L3 P ALTA/SIERRA/MONTE;10859.72851
"00000428;MEDIA RES VACUNA;26;L60 TOTO SAPORE;0.00000
"00000429;TRAQUEAS;53;MD;0.00000
"00000429;TRAQUEAS;41;L41 ENV AL VACIO;0.00000
"00000429;TRAQUEAS;52;PM MEAT CHAIN BONARENSE;0.00000
"00000429;TRAQUEAS;54;USUARIO FAENA  BBCA;1.00000
"00000429;TRAQUEAS;26;L60 TOTO SAPORE;704.58300
"00000429;TRAQUEAS;1;L1 COMERCIO;0.00000
"00000429;TRAQUEAS;4;L3 P ALTA/SIERRA/MONTE;0.00000
"00000429;TRAQUEAS;55;L55 MARTIN LISTA;0.00000
"00000429;TRAQUEAS;2;L2 VILLARINO;0.00000
"00000430;TAPA DE ASADO;53;MD;0.00000
"00000430;TAPA DE ASADO;26;L60 TOTO SAPORE;17131.63100
"00000430;TAPA DE ASADO;54;USUARIO FAENA  BBCA;0.00000
"00000430;TAPA DE ASADO;1;L1 COMERCIO;16623.63360
"00000430;TAPA DE ASADO;41;L41 ENV AL VACIO;0.00000
"00000430;TAPA DE ASADO;55;L55 MARTIN LISTA;14372.17100
"00000430;TAPA DE ASADO;2;L2 VILLARINO;16623.63360
"00000430;TAPA DE ASADO;52;PM MEAT CHAIN BONARENSE;14372.17100
"00000430;TAPA DE ASADO;4;L3 P ALTA/SIERRA/MONTE;16623.63360
"00000431;CORTE PARRILLERO;55;L55 MARTIN LISTA;12488.68778
"00000431;CORTE PARRILLERO;2;L2 VILLARINO;12488.68778
"00000431;CORTE PARRILLERO;52;PM MEAT CHAIN BONARENSE;12488.68778
"00000431;CORTE PARRILLERO;4;L3 P ALTA/SIERRA/MONTE;12488.68778
"00000431;CORTE PARRILLERO;53;MD;12488.68778
"00000431;CORTE PARRILLERO;26;L60 TOTO SAPORE;0.00000
"00000431;CORTE PARRILLERO;54;USUARIO FAENA  BBCA;0.00000
"00000431;CORTE PARRILLERO;1;L1 COMERCIO;12488.68778
"00000431;CORTE PARRILLERO;41;L41 ENV AL VACIO;0.00000
"00000432;DELANTERO;26;L60 TOTO SAPORE;0.00000
"00000432;DELANTERO;54;USUARIO FAENA  BBCA;0.00000
"00000432;DELANTERO;1;L1 COMERCIO;9502.26244
"00000432;DELANTERO;41;L41 ENV AL VACIO;0.00000
"00000432;DELANTERO;55;L55 MARTIN LISTA;9502.26244
"00000432;DELANTERO;2;L2 VILLARINO;9502.26244
