Sku;Producto;Precio;;;;;;;;;;;;;;;;;;;;
1805;PINZA UNIVERSAL 7; $9256.50;;;;;;;;;;;;;;;;;;;;
779;Pinza Universal 7 udovo -sin stock; $9256.50;;;;;;;;;;;;;;;;;;;;
1806;PINZA UNIVERSAL 8; $10345.50;;;;;;;;;;;;;;;;;;;;
778;Pinza Universal 8 udovo -sin stock; $10345.50;;;;;;;;;;;;;;;;;;;;
763;PISTOLA BAROVO P/APLICACION DE REVES.TEXTTURADO LATEX BPP10; $41852.00;;;;;;;;;;;;;;;;;;;;
974;Pistola BPP30-P/pintar C/alta presión C/tacho de alum.; $36411.25;;;;;;;;;;;;;;;;;;;;
975;Pistola BPP40-Para pintar a baja presión; $53235.75;;;;;;;;;;;;;;;;;;;;
976;Pistola BPP50-; $36829.75;;;;;;;;;;;;;;;;;;;;
802;Pistola de aire pico largo-sin stock-; $5387.00;;;;;;;;;;;;;;;;;;;;
425;Pistola de aplicación de silicona para 9; $3521.25;;;;;;;;;;;;;;;;;;;;
426;Pistola de aplicación de silicona para 9 cuerpo de aluminio; $10345.50;;;;;;;;;;;;;;;;;;;;
525;Pistola de aplicación de silicona para 9 destapador de pico; $5535.75;;;;;;;;;;;;;;;;;;;;
496;Pistola de calor con maletín; $63060.50;;;;;;;;;;;;;;;;;;;;
1605;Pistola de succión 1 l; $11915.50;;;;;;;;;;;;;;;;;;;;
1818;PISTOLA ENCOLADORA 20W P/SILICONA 7MM; $4628.25;;;;;;;;;;;;;;;;;;;;
1819;PISTOLA ENCOLADORA 80W P/SILICONA 11.2MM; $9075.00;;;;;;;;;;;;;;;;;;;;
2076;PITON C/TOPE ABIERTO 6; $95.75;;;;;;;;;;;;;;;;;;;;
2079;PITON C/TOPE ABIERTO 8; $154.50;;;;;;;;;;;;;;;;;;;;
2077;PITON C/TOPE CERRADO 6; $95.75;;;;;;;;;;;;;;;;;;;;
2080;PITON C/TOPE CERRADO 8; $154.50;;;;;;;;;;;;;;;;;;;;
2078;PITON C/TOPE ESCUADRA 6; $95.75;;;;;;;;;;;;;;;;;;;;
2081;PITON C/TOPE ESCUADRA 8; $154.50;;;;;;;;;;;;;;;;;;;;
1266;PLATAFORMA RODANTE 150KG; $57039.25;;;;;;;;;;;;;;;;;;;;
1180;PORTA LAMP. ENCHUF. C/INTERRUPTOR; $1096.75;;;;;;;;;;;;;;;;;;;;
862;PORTALAMPARA 2PZ. BAQUELITA BL.; $162.25;;;;;;;;;;;;;;;;;;;;
861;PORTALAMPARA 2PZ.BAQUELITA NEGRO; $149.50;;;;;;;;;;;;;;;;;;;;
863;PORTALAMPARA 3BZ. BL. BAQUELITA; $571.00;;;;;;;;;;;;;;;;;;;;
864;PORTALAMPARA 3PZ/ BAQUELITA NEGRO; $507.75;;;;;;;;;;;;;;;;;;;;
860;Portalámpara con chicote normalizado; $292.50;;;;;;;;;;;;;;;;;;;;
1078;Portarrollos metálico línea Loto-sin stock-; $10357.50;;;;;;;;;;;;;;;;;;;;
1925;PQ-BIO Sin cloro 1L PQN; $7950.00;;;;;;;;;;;;;;;;;;;;
1319;PRECINTO 400MM X 7.6 -sin stock; $6960.50;;;;;;;;;;;;;;;;;;;;
1733;Precinto N2 150x3.5 BCO. (Bolsa x100); $2189.00;;;;;;;;;;;;;;;;;;;;
1727;Precinto N2 150x3.5 NE. (Bolsa x100); $2189.00;;;;;;;;;;;;;;;;;;;;
1734;Precinto N3 200x4.8 BCO. (Bolsa x100); $3949.50;;;;;;;;;;;;;;;;;;;;
1728;Precinto N3 200x4.8 NE. (Bolsa x100); $3949.50;;;;;;;;;;;;;;;;;;;;
1735;Precinto N4 250x4.8 BCO. (Bolsa x100); $5180.25;;;;;;;;;;;;;;;;;;;;
1729;Precinto N4 250x4.8 NE. (Bolsa x100); $5180.25;;;;;;;;;;;;;;;;;;;;
1737;Precinto N6 300x7.2 BCO. (Bolsa x100); $11338.50;;;;;;;;;;;;;;;;;;;;
1731;Precinto N6 300x7.2 NE. (Bolsa x100); $11338.50;;;;;;;;;;;;;;;;;;;;
1736;Precinto N7 380x4.8 BCO. (Bolsa x100); $8113.25;;;;;;;;;;;;;;;;;;;;
1730;Precinto N7 380x4.8 NE. (Bolsa x100); $8113.25;;;;;;;;;;;;;;;;;;;;
1738;Precinto N8 400x7.2 BCO. (Bolsa x100); $17400.50;;;;;;;;;;;;;;;;;;;;
1732;Precinto N8 400x7.2 NE. (Bolsa x100); $17400.50;;;;;;;;;;;;;;;;;;;;
478;Precinto UV blanco 3,6 mm × 250 mm -sin stock; $1960.25;;;;;;;;;;;;;;;;;;;;
480;Precinto UV blanco 4,8 mm × 300 mm-sin stock; $3303.50;;;;;;;;;;;;;;;;;;;;
476;Precinto UV negro 3,6 mm × 150 mm -sin stock; $1198.00;;;;;;;;;;;;;;;;;;;;
477;Precinto UV negro 3,6 mm × 250 mm -sin stock; $1960.25;;;;;;;;;;;;;;;;;;;;
794;Precinto UV negro 4,8 mm × 200 mm-sin stock; $2160.00;;;;;;;;;;;;;;;;;;;;
795;Precinto UV negro 4,8 mm × 250 mm -sin stock; $2813.25;;;;;;;;;;;;;;;;;;;;
479;Precinto UV negro 4,8 mm × 300 mm; $3303.50;;;;;;;;;;;;;;;;;;;;
481;Precinto UV negro 4,8 mm × 350 mm -sin stock; $3956.75;;;;;;;;;;;;;;;;;;;;
482;Precinto UV negro 4,8 mm × 400 mm; $4628.25;;;;;;;;;;;;;;;;;;;;
1524;PRIMER SMART PAINT AA UG 350 ML/250 GR; $3551.00;;;;;;;;;;;;;;;;;;;;
1246;PROLONGACION 10MT (F/MyH - KALOP); $11840.75;;;;;;;;;;;;;;;;;;;;
1247;PROLONGACION 15MT (F/MyH - RICHI); $21981.25;;;;;;;;;;;;;;;;;;;;
1248;PROLONGACION 20MT (F/MyH - RICHI); $28604.75;;;;;;;;;;;;;;;;;;;;
1249;PROLONGACION 25MT (F/MyH - RICHI); $35312.51;;;;;;;;;;;;;;;;;;;;
1245;PROLONGACION 5MT (F/MyH - KALOP); $6349.50;;;;;;;;;;;;;;;;;;;;
83;PROLONGADOR C/CABLE 1.2MT.; $4165.50;;;;;;;;;;;;;;;;;;;;
1267;PROLONGADOR C/CABLE 2.5MT.; $6146.00;;;;;;;;;;;;;;;;;;;;
84;PROLONGADOR C/CABLE 3MT; $5670.00;;;;;;;;;;;;;;;;;;;;
85;PROLONGADOR C/CABLE 5MT; $8544.00;;;;;;;;;;;;;;;;;;;;
82;PROLONGADOR SIN CABLE; $2331.00;;;;;;;;;;;;;;;;;;;;
1747;Protector alta y baja tension enchufable 1500W E00607; $16870.50;;;;;;;;;;;;;;;;;;;;
471;PROTECTOR AUDITIVO DE COPA TIPO VINCHA AMARILLO FLUO; $17356.75;;;;;;;;;;;;;;;;;;;;
134;Protector Auditivo de Copa Tipo Vincha Naranja Fluo; $11204.00;;;;;;;;;;;;;;;;;;;;
1699;PROTECTOR AUDITIVO ENDOAURAL C/CORDON REUTILIZABLE; $940.50;;;;;;;;;;;;;;;;;;;;
1697;PROTECTOR AUDITIVO ENDOAURAL PU DESC.; $242.00;;;;;;;;;;;;;;;;;;;;
1698;PROTECTOR AUDITIVO ENDOAURAL PU DESC. C/CORDON; $443.50;;;;;;;;;;;;;;;;;;;;
1099;Protector digital de tensión 10 A-sin stock-; $15307.00;;;;;;;;;;;;;;;;;;;;
737;Protector facial con visor incoloro y arnés certificado; $16516.50;;;;;;;;;;;;;;;;;;;;
378;PROTECTOR OCULAR PATILLAS FLEXIBLES, PUENTE DE SILICONA BANDIDO; $9901.00;;;;;;;;;;;;;;;;;;;;
31;Proyector LED SMD 100W - Luz día; $33763.25;;;;;;;;;;;;;;;;;;;;
26;Proyector LED SMD 10W - Luz día; $6010.75;;;;;;;;;;;;;;;;;;;;
32;Proyector LED SMD 150W - Luz día; $65763.25;;;;;;;;;;;;;;;;;;;;
1001;PROYECTOR LED SMD 200W LUZ DIA -sin stock; $78483.25;;;;;;;;;;;;;;;;;;;;
27;Proyector LED SMD 20W - Luz día; $7648.00;;;;;;;;;;;;;;;;;;;;
809;PROYECTOR LED SMD 300W LUZ DIA -sin stock; $127885.75;;;;;;;;;;;;;;;;;;;;
28;Proyector LED SMD 30W - Luz día; $12296.24;;;;;;;;;;;;;;;;;;;;
810;PROYECTOR LED SMD 400W LUZ DIA -sin stock; $315157.25;;;;;;;;;;;;;;;;;;;;
29;Proyector LED SMD 50W - Luz día; $16899.00;;;;;;;;;;;;;;;;;;;;
30;Proyector LED SMD 70W - Luz día; $2208.75;;;;;;;;;;;;;;;;;;;;
1442;PROYECTOR LED SOLAR 100W LUZ DIA; $80899.00;;;;;;;;;;;;;;;;;;;;
1443;PROYECTOR LED SOLAR 200W LUZ DIA; $108720.00;;;;;;;;;;;;;;;;;;;;
1444;PROYECTOR LED SOLAR 300W LUZ DIA; $135659.50;;;;;;;;;;;;;;;;;;;;
1441;PROYECTOR LED SOLAR 50W LUZ DIA; $56260.50;;;;;;;;;;;;;;;;;;;;
1719;Pulidora 1200 W plato 180 mm-DPEI-1812; $105814.50;;;;;;;;;;;;;;;;;;;;
1450;PULSADOR S/LUM BCO. 20052/0; $549.50;;;;;;;;;;;;;;;;;;;;
1097;Pulverizador con carro 12 l y lanza de bronce-sin stock-; $72043.00;;;;;;;;;;;;;;;;;;;;
1098;Pulverizador con carro 16 l y lanza de bronce; $81208.75;;;;;;;;;;;;;;;;;;;;
943;Pulverizador de Hombro 3 l KUSHIRO -sin stock; $15518.25;;;;;;;;;;;;;;;;;;;;
939;Pulverizador de Hombro 5 l KUSHIRO -sin stock; $19148.25;;;;;;;;;;;;;;;;;;;;
945;Pulverizador de Hombro 8 l KUSHIRO; $24139.50;;;;;;;;;;;;;;;;;;;;
1648;Pulverizador de mano 1,1L; $5743.50;;;;;;;;;;;;;;;;;;;;
941;Pulverizador de Mano 1.5 l KUSHIRO; $4537.50;;;;;;;;;;;;;;;;;;;;
942;Pulverizador de Mano 2 l KUSHIRO; $5172.75;;;;;;;;;;;;;;;;;;;;
1649;Pulverizador de mano 3L; $7056.75;;;;;;;;;;;;;;;;;;;;
944;Pulverizador de Mochila 12 l KUSHIRO -sin stock; $44649.00;;;;;;;;;;;;;;;;;;;;
940;Pulverizador de Mochila 16 l KUSHIRO -sin stock; $49912.50;;;;;;;;;;;;;;;;;;;;
946;Pulverizador de Mochila 20 l KUSHIRO; $53905.50;;;;;;;;;;;;;;;;;;;;
1355;PUNTA ALBAÑIL C/PROTECTOR 300X16MM -sin stock; $3781.75;;;;;;;;;;;;;;;;;;;;
266;PUNTA PH2 65MMX10UN. DOBLE (LARGA); $3117.75;;;;;;;;;;;;;;;;;;;;
1260;QUEMADOR 1500 GALVANIZADO; $15327.00;;;;;;;;;;;;;;;;;;;;
1262;QUEMADOR 1500 GAS NA. VAL. TERMO. -sin stock; $36456.50;;;;;;;;;;;;;;;;;;;;
1263;QUEMADOR 1500-3000 GAS NAT. VAL. Y RABINETE; $71487.75;;;;;;;;;;;;;;;;;;;;
1259;QUEMADOR 3000 GALVANIZADO; $23479.75;;;;;;;;;;;;;;;;;;;;
1264;QUEMADOR 3000 GAS NAT. VAL. Y TERMOCUPLA -sin stock; $49802.75;;;;;;;;;;;;;;;;;;;;
2034;QUEMADOR PAELLERA 27CM 1 ENTRADA GE; $62544.75;;;;;;;;;;;;;;;;;;;;
2035;QUEMADOR PAELLERA 38 CM 1ENTRADA GE; $75755.75;;;;;;;;;;;;;;;;;;;;
2036;QUEMADOR PAELLERA 38 CM 2 ENT GE; $97087.00;;;;;;;;;;;;;;;;;;;;
1261;QUEMADOR PARABOLICA; $11508.25;;;;;;;;;;;;;;;;;;;;
1328;RASPA VIDRIO -sin stock; $1440.25;;;;;;;;;;;;;;;;;;;;
1632;RASTRILLO 14 DTS.CONER NAC.C/RIENDA; $5340.51;;;;;;;;;;;;;;;;;;;;
1633;RASTRILLO 16 DTS.CONER NAC.C/RIENDA; $5722.25;;;;;;;;;;;;;;;;;;;;
1634;RASTRILLO 18 DTS.CONER NAC.C/RIENDA; $6123.00;;;;;;;;;;;;;;;;;;;;
1635;RASTRILLO 20 DTS.CONER NAC.C/RIENDA; $6551.50;;;;;;;;;;;;;;;;;;;;
1484;RAYOVAC - LAMP.LED DE EMERGENCIA 7W 100V LUZ BLANCA -sin stock; $6509.00;;;;;;;;;;;;;;;;;;;;
1183;RAYOVAC- LINTERNA HIBRIDA RECARG. 19LED -sin stock; $25520.25;;;;;;;;;;;;;;;;;;;;
1184;RAYOVAC- LINTERNA RECARG. 11LED -sin stock; $14534.50;;;;;;;;;;;;;;;;;;;;
1185;RAYOVAC- LINTERNA RECARG. METALICA AAAX3 320Im -sin stock; $13689.25;;;;;;;;;;;;;;;;;;;;
1182;RAYOVAC- LINTERNA RECARGABLE 7 LED -sin stock; $10330.00;;;;;;;;;;;;;;;;;;;;
1186;RAYOVAC-LINTERNA BICICLETA FRONTAL 5LED -sin stock; $5583.50;;;;;;;;;;;;;;;;;;;;
1187;RAYOVAC-LINTERNA BICICLETA POSTERIOR 5LED -sin stock; $5583.50;;;;;;;;;;;;;;;;;;;;
1765;RECEPTACULO CURVO MARFIL 8029; $999.00;;;;;;;;;;;;;;;;;;;;
1275;RECEPTACULO CURVO NEGRO 8028 -sin stock; $701.25;;;;;;;;;;;;;;;;;;;;
1846;RECEPTACULO RECTO MARFIL 8027; $1112.50;;;;;;;;;;;;;;;;;;;;
1948;Reel frontal PARANA-6500; $27405.75;;;;;;;;;;;;;;;;;;;;
1949;Reel frontal URUGUAY-1000; $21264.75;;;;;;;;;;;;;;;;;;;;
1950;Reel frontal URUGUAY-4000; $22547.75;;;;;;;;;;;;;;;;;;;;
289;REFLECTOR 50W ECO -sin stock; $8017.25;;;;;;;;;;;;;;;;;;;;
2130;Reflector Farol Solar para exteriores; $27497.25;;;;;;;;;;;;;;;;;;;;
757;Reflector LED 100 W - fría - ETHEOS; $24956.25;;;;;;;;;;;;;;;;;;;;
756;Reflector LED 30 W - fría- ETHEOS; $9438.00;;;;;;;;;;;;;;;;;;;;
1839;Reflector LED recargable 30W; $55539.00;;;;;;;;;;;;;;;;;;;;
1840;Reflector LED recargable 50W; $78589.50;;;;;;;;;;;;;;;;;;;;
267;REFLECTOR SOLAR C/ SENSO UNICO LED; $10100.00;;;;;;;;;;;;;;;;;;;;
703;REGATONES CUADRADOS 20 X 20 MM INTERIOR X100; $3850.25;;;;;;;;;;;;;;;;;;;;
704;REGATONES CUADRADOS 25 X 25 MM INTERIOR X100; $4550.75;;;;;;;;;;;;;;;;;;;;
705;REGATONES CUADRADOS 30 X 30 MM INTERIOR; $6856.00;;;;;;;;;;;;;;;;;;;;
706;REGATONES CUADRADOS 35 X 35 MM INTERIOR; $10912.75;;;;;;;;;;;;;;;;;;;;
707;REGATONES CUADRADOS 40 X 40 MM INTERIOR; $8113.25;;;;;;;;;;;;;;;;;;;;
708;REGATONES CUADRADOS 50 X 50 MM INTERIOR; $16303.00;;;;;;;;;;;;;;;;;;;;
701;REGATONES REDONDOS 1 1/2 EXTERIOR X100 -sin stock; $4145.25;;;;;;;;;;;;;;;;;;;;
700;REGATONES REDONDOS 1 1/4 EXTERIOR X100; $3702.50;;;;;;;;;;;;;;;;;;;;
699;REGATONES REDONDOS 1 EXTERIOR X100; $2812.75;;;;;;;;;;;;;;;;;;;;
695;REGATONES REDONDOS 1/2 EXTERIOR X100; $2813.50;;;;;;;;;;;;;;;;;;;;
702;REGATONES REDONDOS 2 EXTERIOR X100; $15350.50;;;;;;;;;;;;;;;;;;;;
697;REGATONES REDONDOS 3/4 EXTERIOR X100; $2867.75;;;;;;;;;;;;;;;;;;;;
696;REGATONES REDONDOS 5/8 EXTERIOR X100; $2170.50;;;;;;;;;;;;;;;;;;;;
698;REGATONES REDONDOS 7/8 EXTERIOR X100; $2566.50;;;;;;;;;;;;;;;;;;;;
1332;REGLA METALICA 30CM -sin stock; $1531.00;;;;;;;;;;;;;;;;;;;;
1333;REGLA METALICA 50CM - sin stock; $1935.75;;;;;;;;;;;;;;;;;;;;
1919;Regulador de PH 1L PQN; $2490.00;;;;;;;;;;;;;;;;;;;;
1920;Regulador de PH 5L PQN; $11900.00;;;;;;;;;;;;;;;;;;;;
624;Remachadora manual - BAROVO-sin stock; $7260.00;;;;;;;;;;;;;;;;;;;;
2089;Remachadora neumática; $65289.00;;;;;;;;;;;;;;;;;;;;
1306;Repetidor Wi-Fi - sin stock; $25362.24;;;;;;;;;;;;;;;;;;;;
1012;REPOSERA ALUMINIO; $19850.00;;;;;;;;;;;;;;;;;;;;
1042;REPUESTO ANTI GOTA MICROF 40CM X 40; $3955.50;;;;;;;;;;;;;;;;;;;;
1824;RIEL DOBLE BLANCO 2MT. P/ESTANTE; $6631.00;;;;;;;;;;;;;;;;;;;;
1449;Rifle Aire Comprimido; $133564.75;;;;;;;;;;;;;;;;;;;;
379;RODILLERA ECONÓMICA, BASE POLIÉSTER/EVA, PROTECCIÓN EN PE -sin stock; $17719.50;;;;;;;;;;;;;;;;;;;;
470;RODILLERA PREMIUM, ACOLCHADO DE GEL Y ESPUMA, PROTECCIÓN EN PVC; $53480.50;;;;;;;;;;;;;;;;;;;;
1041;RODILLLO ANTIGOTEO 40CM X 40; $18167.50;;;;;;;;;;;;;;;;;;;;
852;Rodillo antigota 22 cm kushito -sin stock; $3902.25;;;;;;;;;;;;;;;;;;;;
926;RODILLO ANTIGOTEO 18CM BRICO; $1952.00;;;;;;;;;;;;;;;;;;;;
925;RODILLO ANTIGOTEO 22CM BRICO; $2170.25;;;;;;;;;;;;;;;;;;;;
1046;RODILLO ANTIGOTEO MICRO LARGE 28CM; $7003.00;;;;;;;;;;;;;;;;;;;;
1045;RODILLO CUERO LANAR MAXI COLOR 18X50; $4156.75;;;;;;;;;;;;;;;;;;;;
1044;RODILLO CUERO LANAR MAXI COLOR 22X50; $4539.00;;;;;;;;;;;;;;;;;;;;
189;Rodillo de microfibra recargable; $22364.50;;;;;;;;;;;;;;;;;;;;
965;RODILLO ESQUINERO; $3146.50;;;;;;;;;;;;;;;;;;;;
2155;Rodillo premium lana 9; $6141.25;;;;;;;;;;;;;;;;;;;;
2156;Rodillo premium lana 9; $6141.25;;;;;;;;;;;;;;;;;;;;
186;Rodillo profesional 9 -sin stock; $4229.00;;;;;;;;;;;;;;;;;;;;
927;RODILLO SIMIL LANA 18CM; $1885.50;;;;;;;;;;;;;;;;;;;;
928;RODILLO SIMIL LANA 22CM; $2001.00;;;;;;;;;;;;;;;;;;;;
936;RODILLO SUP.SIM.LAN DORADO 17X50; $2155.75;;;;;;;;;;;;;;;;;;;;
935;RODILLO SUP.SIMIL LANA DORADO 22X50; $2481.25;;;;;;;;;;;;;;;;;;;;
187;Rodillo símil lana 9; $3593.00;;;;;;;;;;;;;;;;;;;;
1892;ROLLO COBRE 1/2 X15MT.; $334194.00;;;;;;;;;;;;;;;;;;;;
1893;ROLLO COBRE 1/4 X15MT.; $149950.50;;;;;;;;;;;;;;;;;;;;
1894;ROLLO COBRE 3/8 X15MT.; $245305.75;;;;;;;;;;;;;;;;;;;;
1895;ROLLO COBRE 5/16 X15MT.; $200759.00;;;;;;;;;;;;;;;;;;;;
777;Rollo de estaño 0,5 mm; $2523.00;;;;;;;;;;;;;;;;;;;;
1238;Rotopercutor - ion litio; $161046.25;;;;;;;;;;;;;;;;;;;;
1711;Rotopercutor RPK-25A; $98621.25;;;;;;;;;;;;;;;;;;;;
1712;Rotopercutor RPK-32KA; $117682.50;;;;;;;;;;;;;;;;;;;;
1020;Rotopercutor RPM-25A-BAROVO -sin stock; $90986.00;;;;;;;;;;;;;;;;;;;;
1713;Rotopercutor Z1C-DS-50L; $177352.50;;;;;;;;;;;;;;;;;;;;
632;Rueda de corte tungsteno para corta cerámico Barovo ancha; $7350.75;;;;;;;;;;;;;;;;;;;;
337;Rueda de goma y base fija 3 - 50 kg; $2904.00;;;;;;;;;;;;;;;;;;;;
1716;Rueda neumática 10 con ruleman - 2 telas - RN10-R1D; $11525.25;;;;;;;;;;;;;;;;;;;;
1717;Rueda neumática 14 con ruleman - 4 telas - RN14-R14T; $20328.00;;;;;;;;;;;;;;;;;;;;
1718;Rueda neumática 16 con buje - 6 telas - RN16-B36T; $24593.25;;;;;;;;;;;;;;;;;;;;
1032;Sacahojas plano; $4399.75;;;;;;;;;;;;;;;;;;;;
1748;Scotch - Cinta enmascarar 24mm x 40mt.; $1536.00;;;;;;;;;;;;;;;;;;;;
1749;Scotch - Cinta enmascarar 36mm x 40mt.; $1888.00;;;;;;;;;;;;;;;;;;;;
1087;Secador de cabello 2000 W-sin stock-; $31163.75;;;;;;;;;;;;;;;;;;;;
827;Secador de cabello plegable-ETHOS-sin stock-; $21235.50;;;;;;;;;;;;;;;;;;;;
1280;Sellador de silicona acética con funguicida transparente -sin stock; $6141.25;;;;;;;;;;;;;;;;;;;;
2124;Sensor de movimiento infrarrojo de techo; $10357.50;;;;;;;;;;;;;;;;;;;;
1118;SEPARADOR CRUZ P/ CERAMICO 1.5MM X250UN.; $2391.00;;;;;;;;;;;;;;;;;;;;
1120;SEPARADOR CRUZ P/ CERAMICO 2.0MM X250UN.; $2391.00;;;;;;;;;;;;;;;;;;;;
1119;SEPARADOR CRUZ P/ CERAMICO 2.5MM X250UN.; $2983.50;;;;;;;;;;;;;;;;;;;;
1121;SEPARADOR CRUZ P/ CERAMICO 3.0MM X250UN.; $3925.75;;;;;;;;;;;;;;;;;;;;
1679;Serrucho p/podar curvo 30cm. -sin stock; $5540.00;;;;;;;;;;;;;;;;;;;;
1609;Set 2 prensas A de carpintero; $13068.00;;;;;;;;;;;;;;;;;;;;
1021;Set 3 brocas escalonadas 4-12/20/32 -sin stock; $19614.75;;;;;;;;;;;;;;;;;;;;
1610;Set 4 prensas A de carpintero -sin stock; $29493.75;;;;;;;;;;;;;;;;;;;;
1831;Set 4 utensillos bambú -sin stock; $3539.25;;;;;;;;;;;;;;;;;;;;
744;Set 6 brocas de pala -sin stock; $7260.00;;;;;;;;;;;;;;;;;;;;
1804;SET 7 DESTORNILLADORES DIELEC; $29675.25;;;;;;;;;;;;;;;;;;;;
522;Set brocas de copa 11 piezas; $5445.00;;;;;;;;;;;;;;;;;;;;
1870;Set cabezal de ducha ABS y brazo; $9982.50;;;;;;;;;;;;;;;;;;;;
1829;Set complementos - 4 ítems -sin stock; $26952.75;;;;;;;;;;;;;;;;;;;;
155;Set de 10 hojas de repuesto 18 mm × 100 mm; $998.25;;;;;;;;;;;;;;;;;;;;
524;Set de 10 hojas de repuesto 18 mm × 60 mm; $998.25;;;;;;;;;;;;;;;;;;;;
2095;Set de 122 puntas de destornillador; $36113.25;;;;;;;;;;;;;;;;;;;;
2101;Set de 2 cabezales para bordeadora - ion litio; $5408.00;;;;;;;;;;;;;;;;;;;;
2127;Set de 2 cortinas parasol enrollables para autos/camionetas; $7699.25;;;;;;;;;;;;;;;;;;;;
655;Set de 2 luces de silicona blanca y roja-sin stock-; $3521.25;;;;;;;;;;;;;;;;;;;;
1853;Set de accesorios de losa 7 piezas; $45375.00;;;;;;;;;;;;;;;;;;;;
485;Set de accesorios metálicos 5 piezas línea Drava; $32670.00;;;;;;;;;;;;;;;;;;;;
486;Set de accesorios metálicos 5 piezas línea Salvinia; $27225.00;;;;;;;;;;;;;;;;;;;;
1075;Set de Accesorios metálicos 6 piezas línea Loto; $71493.00;;;;;;;;;;;;;;;;;;;;
2093;Set de accesorios para multifunción; $10326.75;;;;;;;;;;;;;;;;;;;;
177;Set de cajas de herramientas plásticas 12, 15 y 18; $49368.00;;;;;;;;;;;;;;;;;;;;
1854;Set de duchador con soporte y flexible; $11343.75;;;;;;;;;;;;;;;;;;;;
332;Set de escofinas bastardas 200 mm - 3 piezas; $13612.50;;;;;;;;;;;;;;;;;;;;
1566;Set de herramientas 61 piezas -sin stock; $155364.00;;;;;;;;;;;;;;;;;;;;
212;Set de plato redondo magnético + espejo + recoge piezas -sin stock; $9256.50;;;;;;;;;;;;;;;;;;;;
1858;SET Duchador de mano JTS-10 REDONDO; $19602.00;;;;;;;;;;;;;;;;;;;;
1859;SET Duchador de mano JTS-12 -CUADRADO; $19602.00;;;;;;;;;;;;;;;;;;;;
622;SET duchador de mano JTS-13 - BASTON; $21417.00;;;;;;;;;;;;;;;;;;;;
1861;SET Duchador de mano JTS-14 -RECTANGULAR; $21417.00;;;;;;;;;;;;;;;;;;;;
282;SET. DESTORNILLADOR X7UN.; $12846.75;;;;;;;;;;;;;;;;;;;;
1239;Sierra caladora - ion litio; $70301.50;;;;;;;;;;;;;;;;;;;;
717;Sierra caladora 650 W; $55629.75;;;;;;;;;;;;;;;;;;;;
489;Sierra caladora BAC400; $48945.25;;;;;;;;;;;;;;;;;;;;
1240;Sierra circular - ion litio; $217320.00;;;;;;;;;;;;;;;;;;;;
606;SIERRA SENSITIVA 2500WTS ALEBA -sin stock; $122282.25;;;;;;;;;;;;;;;;;;;;
1037;SILICONA ACRILICO AA BLANCO 426G -sin stock; $8380.75;;;;;;;;;;;;;;;;;;;;
1930;SILICONA ACÉTICA TRANSPARENTE CONSTRUCCION 50G.; $2100.00;;;;;;;;;;;;;;;;;;;;
1374;Silicona Acética Transparente Tekbond 256gr Cartucho; $4950.00;;;;;;;;;;;;;;;;;;;;
1929;SILICONA ROJA ALTA TEMPERATURA 50G; $3200.00;;;;;;;;;;;;;;;;;;;;
366;SILICONA ROJA ALTA TEMPERATURA CARTUCHO 280G.; $9500.00;;;;;;;;;;;;;;;;;;;;
1416;Silla camping plegable director; $23647.75;;;;;;;;;;;;;;;;;;;;
1415;Sillón camping plegable respaldo alto; $51878.25;;;;;;;;;;;;;;;;;;;;
1522;SMART PAINT AA ALUM ALTATEMP 350ML/250G; $6262.50;;;;;;;;;;;;;;;;;;;;
1530;SMART PAINT AA ALUMINIO UG 200ML/140G; $3143.00;;;;;;;;;;;;;;;;;;;;
1493;SMART PAINT AA ALUMINIO UG 350ML/250G; $4261.25;;;;;;;;;;;;;;;;;;;;
1518;SMART PAINT AA AMARILLO FLUO 350ML/250G; $5594.25;;;;;;;;;;;;;;;;;;;;
1531;SMART PAINT AA AMARILLO UG 200ML/140G; $3143.00;;;;;;;;;;;;;;;;;;;;
1496;SMART PAINT AA AMARILLO UG 350ML/250G; $4261.25;;;;;;;;;;;;;;;;;;;;
1912;SMART PAINT AA AZUL MARINO UG 200ML/140G; $3143.00;;;;;;;;;;;;;;;;;;;;
1499;SMART PAINT AA AZUL MARINO UG350ML/250G; $4261.25;;;;;;;;;;;;;;;;;;;;
1507;SMART PAINT AA AZUL METAL 350 ML/250G; $4622.50;;;;;;;;;;;;;;;;;;;;
1498;SMART PAINT AA AZUL UG 350 ML/250G; $4261.25;;;;;;;;;;;;;;;;;;;;
1536;SMART PAINT AA BEIGE UG 200ML/140G; $3143.00;;;;;;;;;;;;;;;;;;;;
1505;SMART PAINT AA BEIGE UG 350 ML/250G; $4261.25;;;;;;;;;;;;;;;;;;;;
1527;SMART PAINT AA BLANCO BRI UG 200ML/140G; $3143.00;;;;;;;;;;;;;;;;;;;;
1490;SMART PAINT AA BLANCO BRI UG 350ML/250G; $4261.25;;;;;;;;;;;;;;;;;;;;
1911;SMART PAINT AA BLANCO HIELO UG 200ML/140G; $3143.00;;;;;;;;;;;;;;;;;;;;
1492;SMART PAINT AA BLANCO HIELOUG350ML/250G; $4261.25;;;;;;;;;;;;;;;;;;;;
1528;SMART PAINT AA BLANCO MATE UG200ML/140G; $3143.00;;;;;;;;;;;;;;;;;;;;
1491;SMART PAINT AA BLANCO MATE UG350ML/250G; $4261.25;;;;;;;;;;;;;;;;;;;;
